Query_ID,Modelo,Stopwords_Removidas,Stemming_Aplicado,P@10,R@10,F1@10,AP
58,Vetorial,0,0,0.2,0.2222222222222222,0.2105263157894737,0.13630138450429277
59,Vetorial,0,0,0.0,0.0,0.0,0.012819789464116669
60,Vetorial,0,0,0.3,0.6,0.4,0.5005141057772636
61,Vetorial,0,0,0.0,0.0,0.0,0.06501310553432668
62,Vetorial,0,0,0.0,0.0,0.0,0.019571027173196205
63,Vetorial,0,0,0.0,0.0,0.0,0.0039200981728933736
64,Vetorial,0,0,0.1,1.0,0.18181818181818182,0.16666666666666666
65,Vetorial,0,0,0.6,0.4,0.48,0.44438255868933935
66,Vetorial,0,0,0.2,0.4,0.26666666666666666,0.15960403726708075
67,Vetorial,0,0,0.4,0.4,0.4000000000000001,0.4021081165510326
68,Vetorial,0,0,0.0,0.0,0.0,0.019024575702277582
69,Vetorial,0,0,0.1,0.2,0.13333333333333333,0.06710804511762104
70,Vetorial,0,0,0.0,0.0,0.0,0.05529946753528283
71,Vetorial,0,0,0.0,0.0,0.0,0.0089210546395966
72,Vetorial,0,0,0.1,0.058823529411764705,0.07407407407407408,0.03940833620479189
73,Vetorial,0,0,0.2,0.1,0.13333333333333333,0.15308919160237053
74,Vetorial,0,0,0.0,0.0,0.0,0.013584448060322605
75,Vetorial,0,0,0.2,0.4,0.26666666666666666,0.1266312622303664
76,Vetorial,0,0,0.2,0.2857142857142857,0.23529411764705882,0.11626855615225944
77,Vetorial,0,0,0.2,0.3333333333333333,0.25,0.11558754951612094
78,Vetorial,0,0,0.3,1.0,0.4615384615384615,0.6388888888888888
79,Vetorial,0,0,0.0,0.0,0.0,0.01766479831429875
80,Vetorial,0,0,0.0,0.0,0.0,0.0017907177458077299
81,Vetorial,0,0,0.0,0.0,0.0,0.07692307692307693
82,Vetorial,0,0,0.2,0.4,0.26666666666666666,0.2667530250093761
83,Vetorial,0,0,0.0,0.0,0.0,0.016665602078770814
84,Vetorial,0,0,0.0,0.0,0.0,0.10258174631247151
85,Vetorial,0,0,0.0,0.0,0.0,0.005801695370030983
86,Vetorial,0,0,0.1,0.5,0.16666666666666669,0.05431034482758621
87,Vetorial,0,0,0.0,0.0,0.0,0.008758850129248971
88,Vetorial,0,0,0.6,1.0,0.7499999999999999,0.719047619047619
89,Vetorial,0,0,0.1,0.16666666666666666,0.125,0.164633271698273
90,Vetorial,0,0,0.3,0.23076923076923078,0.2608695652173913,0.11941262745619943
91,Vetorial,0,0,0.0,0.0,0.0,0.02894715098496726
92,Vetorial,0,0,0.5,0.38461538461538464,0.4347826086956522,0.44536870896159925
93,Vetorial,0,0,0.1,1.0,0.18181818181818182,0.5
94,Vetorial,0,0,0.5,0.45454545454545453,0.47619047619047616,0.4579503787504999
95,Vetorial,0,0,0.0,0.0,0.0,0.013333333333333334
96,Vetorial,0,0,0.4,0.3076923076923077,0.34782608695652173,0.3798635218538038
97,Vetorial,0,0,0.0,0.0,0.0,0.008578021511219074
98,Vetorial,0,0,0.0,0.0,0.0,0.017647659314974938
99,Vetorial,0,0,0.0,0.0,0.0,0.0033763161762821814
100,Vetorial,0,0,0.0,0.0,0.0,0.016344095983569947
101,Vetorial,0,0,0.4,0.6666666666666666,0.5,0.610171261487051
102,Vetorial,0,0,0.0,0.0,0.0,0.002164390561791915
103,Vetorial,0,0,0.0,0.0,0.0,0.04494535519125683
104,Vetorial,0,0,0.1,0.2,0.13333333333333333,0.02673902400631939
105,Vetorial,0,0,0.1,0.2,0.13333333333333333,0.11464919122974529
106,Vetorial,0,0,0.0,0.0,0.0,0.019476258022623007
107,Vetorial,0,0,0.0,0.0,0.0,0.010775705957536841
108,Vetorial,0,0,0.0,0.0,0.0,0.004825868714736987
109,Vetorial,0,0,0.0,0.0,0.0,0.0023821927891766715
110,Vetorial,0,0,0.0,0.0,0.0,0.0012535160497328984
111,Vetorial,0,0,0.3,0.42857142857142855,0.3529411764705882,0.21974949070537303
112,Vetorial,0,0,0.1,0.5,0.16666666666666669,0.256993006993007
113,Vetorial,0,0,0.1,0.25,0.14285714285714288,0.10212066336256195
114,Vetorial,0,0,0.0,0.0,0.0,0.02267743934410601
115,Vetorial,0,0,0.0,0.0,0.0,0.00489501813668587
116,Vetorial,0,0,0.1,0.25,0.14285714285714288,0.2684919547586734
117,Vetorial,0,0,0.0,0.0,0.0,0.003363348590494931
118,Vetorial,0,0,0.1,0.3333333333333333,0.15384615384615383,0.11016767639679335
119,Vetorial,0,0,0.0,0.0,0.0,0.07692307692307693
120,Vetorial,0,0,0.2,0.2222222222222222,0.2105263157894737,0.24197052573510863
121,Vetorial,0,0,0.1,1.0,0.18181818181818182,0.5
122,Vetorial,0,0,0.0,0.0,0.0,0.0058399076508812535
123,Vetorial,0,0,0.1,0.5,0.16666666666666669,0.055917159763313615
124,Vetorial,0,0,0.0,0.0,0.0,0.0029181870035610053
125,Vetorial,0,0,0.3,0.17647058823529413,0.22222222222222224,0.32793812538220674
126,Vetorial,0,0,0.1,0.125,0.11111111111111112,0.10136750466101065
127,Vetorial,0,0,0.1,0.2,0.13333333333333333,0.10230447860962569
128,Vetorial,0,0,0.0,0.0,0.0,0.027751937984496124
129,Vetorial,0,0,0.4,0.5714285714285714,0.47058823529411764,0.28352774378610246
130,Vetorial,0,0,0.2,0.4,0.26666666666666666,0.22542216390893408
131,Vetorial,0,0,0.3,0.375,0.33333333333333326,0.2266835868809553
132,Vetorial,0,0,0.5,0.35714285714285715,0.41666666666666663,0.6297032650372262
133,Vetorial,0,0,0.0,0.0,0.0,0.14945873624034545
134,Vetorial,0,0,0.1,0.5,0.16666666666666669,0.5714285714285714
135,Vetorial,0,0,0.3,0.42857142857142855,0.3529411764705882,0.3588961357738972
136,Vetorial,0,0,0.0,0.0,0.0,0.026775855723224145
137,Vetorial,0,0,0.2,0.5,0.28571428571428575,0.21329365079365079
139,Vetorial,0,0,0.0,0.0,0.0,0.0031217096277257605
140,Vetorial,0,0,0.0,0.0,0.0,0.0025646726419253805
141,Vetorial,0,0,0.0,0.0,0.0,0.012648688982413602
144,Vetorial,0,0,0.0,0.0,0.0,0.007075550885693386
145,Vetorial,0,0,0.1,0.14285714285714285,0.11764705882352941,0.030320750693879194
146,Vetorial,0,0,0.0,0.0,0.0,0.001034126163391934
147,Vetorial,0,0,0.2,0.2,0.20000000000000004,0.18821589592402524
148,Vetorial,0,0,0.3,0.5,0.37499999999999994,0.38072509692681367
149,Vetorial,0,0,0.0,0.0,0.0,0.0068020137898846065
150,Vetorial,0,0,0.2,1.0,0.33333333333333337,0.3666666666666667
151,Vetorial,0,0,0.0,0.0,0.0,0.020008231687114422
152,Vetorial,0,0,0.0,0.0,0.0,0.008003552050909812
153,Vetorial,0,0,0.2,0.2857142857142857,0.23529411764705882,0.2000399174634608
154,Vetorial,0,0,0.0,0.0,0.0,0.01325565687267815
155,Vetorial,0,0,0.1,0.2,0.13333333333333333,0.20516958162101898
156,Vetorial,0,0,0.2,0.18181818181818182,0.1904761904761905,0.1866698135141248
157,Vetorial,0,0,0.4,0.10256410256410256,0.163265306122449,0.23915496952498158
158,Vetorial,0,0,0.0,0.0,0.0,0.026326837248894615
159,Vetorial,0,0,0.1,0.125,0.11111111111111112,0.04456956871170246
160,Vetorial,0,0,0.0,0.0,0.0,0.02983880474868316
161,Vetorial,0,0,0.2,0.3333333333333333,0.25,0.24004059787641877
162,Vetorial,0,0,0.0,0.0,0.0,0.015544137786770258
163,Vetorial,0,0,0.0,0.0,0.0,0.009013071356642446
164,Vetorial,0,0,0.2,0.25,0.22222222222222224,0.2616259009807397
166,Vetorial,0,0,0.0,0.0,0.0,0.01966625515314771
167,Vetorial,0,0,0.0,0.0,0.0,0.0385492700729927
170,Vetorial,0,0,0.5,0.8333333333333334,0.625,0.3814217443249701
171,Vetorial,0,0,0.1,1.0,0.18181818181818182,0.16666666666666666
172,Vetorial,0,0,0.2,1.0,0.33333333333333337,0.325
174,Vetorial,0,0,0.0,0.0,0.0,0.00347709333060384
175,Vetorial,0,0,0.0,0.0,0.0,0.0044692004225683896
176,Vetorial,0,0,0.0,0.0,0.0,0.016044842254519673
177,Vetorial,0,0,0.4,0.8,0.5333333333333333,0.7857142857142857
178,Vetorial,0,0,0.2,0.6666666666666666,0.30769230769230765,0.2832722832722833
179,Vetorial,0,0,0.1,0.25,0.14285714285714288,0.045053544802700636
180,Vetorial,0,0,0.3,0.42857142857142855,0.3529411764705882,0.23568053051456453
181,Vetorial,0,0,0.1,0.2,0.13333333333333333,0.24761496984011971
182,Vetorial,0,0,0.1,1.0,0.18181818181818182,0.2
183,Vetorial,0,0,0.5,0.5,0.5,0.43198881177761334
184,Vetorial,0,0,0.0,0.0,0.0,0.015084212630583712
185,Vetorial,0,0,0.6,0.6666666666666666,0.631578947368421,0.7962962962962963
186,Vetorial,0,0,0.2,0.125,0.15384615384615385,0.13521054749551015
187,Vetorial,0,0,0.0,0.0,0.0,0.005284877820881111
188,Vetorial,0,0,0.0,0.0,0.0,0.010143349462092064
189,Vetorial,0,0,0.3,0.3333333333333333,0.3157894736842105,0.23552225227541795
190,Vetorial,0,0,0.1,0.3333333333333333,0.15384615384615383,0.14027777777777778
191,Vetorial,0,0,0.8,0.7272727272727273,0.761904761904762,0.763273714589504
193,Vetorial,0,0,0.2,0.2222222222222222,0.2105263157894737,0.16725301586054933
194,Vetorial,0,0,0.1,0.16666666666666666,0.125,0.07687722759357368
195,Vetorial,0,0,0.0,0.0,0.0,0.028873025145581405
196,Vetorial,0,0,0.0,0.0,0.0,0.009637667751603372
197,Vetorial,0,0,0.0,0.0,0.0,0.0020966606168276555
198,Vetorial,0,0,0.0,0.0,0.0,0.006755482440395442
199,Vetorial,0,0,0.2,0.3333333333333333,0.25,0.13644243687776106
200,Vetorial,0,0,0.0,0.0,0.0,0.0038887150702441218
201,Vetorial,0,0,0.4,0.25,0.3076923076923077,0.238958630559712
202,Vetorial,0,0,0.0,0.0,0.0,0.032519139220029046
203,Vetorial,0,0,0.0,0.0,0.0,0.00924090926497162
204,Vetorial,0,0,0.2,0.14285714285714285,0.16666666666666666,0.06667692642529176
205,Vetorial,0,0,0.0,0.0,0.0,0.0037124581013047017
206,Vetorial,0,0,0.0,0.0,0.0,0.058094155536610785
207,Vetorial,0,0,0.2,0.4,0.26666666666666666,0.34867577597840754
208,Vetorial,0,0,0.0,0.0,0.0,0.018851621462695433
209,Vetorial,0,0,0.1,0.08333333333333333,0.0909090909090909,0.06106274286975286
210,Vetorial,0,0,0.1,0.16666666666666666,0.125,0.06522315028895367
211,Vetorial,0,0,0.0,0.0,0.0,0.035842154516916684
212,Vetorial,0,0,0.4,0.2857142857142857,0.3333333333333333,0.3344946019010923
213,Vetorial,0,0,0.2,0.2,0.20000000000000004,0.24509296150149354
214,Vetorial,0,0,0.1,0.25,0.14285714285714288,0.10803572631607312
215,Vetorial,0,0,0.0,0.0,0.0,0.008838432677058755
217,Vetorial,0,0,0.2,0.16666666666666666,0.1818181818181818,0.13915264382345255
218,Vetorial,0,0,0.3,0.25,0.2727272727272727,0.21295946784128952
219,Vetorial,0,0,0.0,0.0,0.0,0.03524051276687056
220,Vetorial,0,0,0.1,0.05263157894736842,0.06896551724137931,0.08303433781559612
221,Vetorial,0,0,0.2,0.1111111111111111,0.14285714285714285,0.1030980448210505
222,Vetorial,0,0,0.0,0.0,0.0,0.13066667671313878
223,Vetorial,0,0,0.2,0.5,0.28571428571428575,0.20654625225520745
224,Vetorial,0,0,0.1,0.125,0.11111111111111112,0.09839744749509188
225,Vetorial,0,0,0.2,0.08333333333333333,0.11764705882352941,0.1302922698898939
1,BM25,0,0,0.2,0.07142857142857142,0.10526315789473682,0.07298009348240979
2,BM25,0,0,0.1,0.045454545454545456,0.06250000000000001,0.03606453205555981
3,BM25,0,0,0.0,0.0,0.0,0.01294327642276249
4,BM25,0,0,0.2,1.0,0.33333333333333337,0.19444444444444442
5,BM25,0,0,0.0,0.0,0.0,0.0017634359465579313
6,BM25,0,0,0.1,0.25,0.14285714285714288,0.06670214021767253
7,BM25,0,0,0.0,0.0,0.0,0.024921676625990014
8,BM25,0,0,0.0,0.0,0.0,0.01647426250563244
9,BM25,0,0,0.3,1.0,0.4615384615384615,1.0
10,BM25,0,0,0.1,0.125,0.11111111111111112,0.09133931489144664
11,BM25,0,0,0.1,0.14285714285714285,0.11764705882352941,0.12950626291899156
12,BM25,0,0,0.0,0.0,0.0,0.05224940660144557
13,BM25,0,0,0.0,0.0,0.0,0.0032294521146724034
14,BM25,0,0,0.1,1.0,0.18181818181818182,0.25
15,BM25,0,0,0.0,0.0,0.0,0.003389830508474576
16,BM25,0,0,0.1,0.3333333333333333,0.15384615384615383,0.07150466491348555
17,BM25,0,0,0.0,0.0,0.0,0.003824858757062147
18,BM25,0,0,0.0,0.0,0.0,0.011351982382750661
19,BM25,0,0,0.0,0.0,0.0,0.009554689058142982
20,BM25,0,0,0.1,0.1111111111111111,0.10526315789473685,0.05230921543662977
21,BM25,0,0,0.1,0.3333333333333333,0.15384615384615383,0.04992672795278567
23,BM25,0,0,0.1,0.03333333333333333,0.05,0.03372341037739928
24,BM25,0,0,0.0,0.0,0.0,0.010703449643581312
25,BM25,0,0,0.2,0.2222222222222222,0.2105263157894737,0.14576049233824742
26,BM25,0,0,0.0,0.0,0.0,0.02736742424242424
27,BM25,0,0,0.1,0.3333333333333333,0.15384615384615383,0.22331154684095864
28,BM25,0,0,0.0,0.0,0.0,0.0013198511608538534
29,BM25,0,0,0.4,0.4444444444444444,0.4210526315789474,0.3544087293076171
30,BM25,0,0,0.0,0.0,0.0,0.02484853612481558
31,BM25,0,0,0.0,0.0,0.0,0.000998003992015968
32,BM25,0,0,0.1,0.16666666666666666,0.125,0.08712514555032037
33,BM25,0,0,0.2,0.6666666666666666,0.30769230769230765,0.21666666666666665
34,BM25,0,0,0.0,0.0,0.0,0.08332533733133432
35,BM25,0,0,0.0,0.0,0.0,0.045454545454545456
36,BM25,0,0,0.0,0.0,0.0,0.010931578728188897
37,BM25,0,0,0.1,0.1111111111111111,0.10526315789473685,0.08777534138456618
38,BM25,0,0,0.0,0.0,0.0,0.016245637743765157
39,BM25,0,0,0.1,0.09090909090909091,0.09523809523809525,0.030896622905811036
40,BM25,0,0,0.0,0.0,0.0,0.015933596335414597
41,BM25,0,0,0.1,1.0,0.18181818181818182,0.5
42,BM25,0,0,0.0,0.0,0.0,0.02855745250202636
43,BM25,0,0,0.2,0.6666666666666666,0.30769230769230765,0.6715927750410509
44,BM25,0,0,0.0,0.0,0.0,0.004430001247685687
45,BM25,0,0,0.2,0.16666666666666666,0.1818181818181818,0.15782616020920798
46,BM25,0,0,0.5,0.3333333333333333,0.4,0.24711379070100697
47,BM25,0,0,0.4,0.2857142857142857,0.3333333333333333,0.3765771283223101
48,BM25,0,0,0.2,0.18181818181818182,0.1904761904761905,0.08119004350995727
49,BM25,0,0,0.1,0.5,0.16666666666666669,0.12173913043478261
50,BM25,0,0,0.0,0.0,0.0,0.03245009868033251
51,BM25,0,0,0.2,0.2222222222222222,0.2105263157894737,0.1307257886663846
52,BM25,0,0,0.4,1.0,0.5714285714285715,0.8125
53,BM25,0,0,0.0,0.0,0.0,0.05647327752764243
54,BM25,0,0,0.2,0.2222222222222222,0.2105263157894737,0.15510439492454653
55,BM25,0,0,0.0,0.0,0.0,0.059485200604119104
56,BM25,0,0,0.3,0.3,0.3,0.19043675246267908
57,BM25,0,0,0.1,0.07142857142857142,0.08333333333333333,0.07756785381271673
58,BM25,0,0,0.0,0.0,0.0,0.11403890336510848
59,BM25,0,0,0.0,0.0,0.0,0.02967720559218693
60,BM25,0,0,0.3,0.6,0.4,0.4455397346963612
61,BM25,0,0,0.1,0.2,0.13333333333333333,0.07958353982633544
62,BM25,0,0,0.0,0.0,0.0,0.013053376655442565
63,BM25,0,0,0.0,0.0,0.0,0.004255415366526478
64,BM25,0,0,0.0,0.0,0.0,0.05263157894736842
65,BM25,0,0,0.6,0.4,0.48,0.3623538326595189
66,BM25,0,0,0.0,0.0,0.0,0.09291048306436353
67,BM25,0,0,0.3,0.3,0.3,0.22425789661061574
68,BM25,0,0,0.0,0.0,0.0,0.011097119961480592
69,BM25,0,0,0.1,0.2,0.13333333333333333,0.12572850974912833
70,BM25,0,0,0.0,0.0,0.0,0.054546108341675
71,BM25,0,0,0.0,0.0,0.0,0.007864670435345101
72,BM25,0,0,0.0,0.0,0.0,0.02738855424727627
73,BM25,0,0,0.2,0.1,0.13333333333333333,0.12047083807567445
74,BM25,0,0,0.1,0.16666666666666666,0.125,0.10475171743763172
75,BM25,0,0,0.1,0.2,0.13333333333333333,0.04610377355560407
76,BM25,0,0,0.3,0.42857142857142855,0.3529411764705882,0.1486490640289683
77,BM25,0,0,0.2,0.3333333333333333,0.25,0.15144515144515144
78,BM25,0,0,0.3,1.0,0.4615384615384615,0.6388888888888888
79,BM25,0,0,0.0,0.0,0.0,0.02264089545652752
80,BM25,0,0,0.0,0.0,0.0,0.001755967515756707
81,BM25,0,0,0.1,1.0,0.18181818181818182,0.5
82,BM25,0,0,0.2,0.4,0.26666666666666666,0.176164891256103
83,BM25,0,0,0.0,0.0,0.0,0.012503002373013392
84,BM25,0,0,0.2,0.18181818181818182,0.1904761904761905,0.10492118256969704
85,BM25,0,0,0.0,0.0,0.0,0.007376022930464024
86,BM25,0,0,0.0,0.0,0.0,0.012261761961881914
87,BM25,0,0,0.0,0.0,0.0,0.008894489327866104
88,BM25,0,0,0.6,1.0,0.7499999999999999,0.6496031746031746
89,BM25,0,0,0.2,0.3333333333333333,0.25,0.3428868216102258
90,BM25,0,0,0.0,0.0,0.0,0.051834671450144046
91,BM25,0,0,0.0,0.0,0.0,0.029055818255669504
92,BM25,0,0,0.4,0.3076923076923077,0.34782608695652173,0.3674335883408398
93,BM25,0,0,0.1,1.0,0.18181818181818182,0.5
94,BM25,0,0,0.4,0.36363636363636365,0.380952380952381,0.3757382696998521
95,BM25,0,0,0.0,0.0,0.0,0.008928571428571428
96,BM25,0,0,0.4,0.3076923076923077,0.34782608695652173,0.3874194742649492
97,BM25,0,0,0.0,0.0,0.0,0.009344991240198823
98,BM25,0,0,0.1,0.2,0.13333333333333333,0.023739810130959924
99,BM25,0,0,0.0,0.0,0.0,0.005510189936342223
100,BM25,0,0,0.0,0.0,0.0,0.0441925931667232
101,BM25,0,0,0.4,0.6666666666666666,0.5,0.4403133903133904
102,BM25,0,0,0.0,0.0,0.0,0.002587697498999977
103,BM25,0,0,0.0,0.0,0.0,0.026358695652173914
104,BM25,0,0,0.1,0.2,0.13333333333333333,0.21832844112518987
105,BM25,0,0,0.1,0.2,0.13333333333333333,0.08712729233298934
106,BM25,0,0,0.0,0.0,0.0,0.019249804594219704
107,BM25,0,0,0.0,0.0,0.0,0.02308899643507978
108,BM25,0,0,0.0,0.0,0.0,0.0068509365514204095
109,BM25,0,0,0.0,0.0,0.0,0.0023050007031700397
110,BM25,0,0,0.0,0.0,0.0,0.0035160104418640475
111,BM25,0,0,0.2,0.2857142857142857,0.23529411764705882,0.2601773226773227
112,BM25,0,0,0.0,0.0,0.0,0.0218349358974359
113,BM25,0,0,0.1,0.25,0.14285714285714288,0.07685759758044902
114,BM25,0,0,0.0,0.0,0.0,0.012488037310732345
115,BM25,0,0,0.0,0.0,0.0,0.008183041632272965
116,BM25,0,0,0.1,0.25,0.14285714285714288,0.09388787430650437
117,BM25,0,0,0.0,0.0,0.0,0.0024155810595974407
118,BM25,0,0,0.1,0.3333333333333333,0.15384615384615383,0.13506147523025824
119,BM25,0,0,0.0,0.0,0.0,0.024390243902439025
120,BM25,0,0,0.1,0.1111111111111111,0.10526315789473685,0.10094833534519848
121,BM25,0,0,0.1,1.0,0.18181818181818182,0.2
122,BM25,0,0,0.0,0.0,0.0,0.005681393520724232
123,BM25,0,0,0.0,0.0,0.0,0.04123914759273875
124,BM25,0,0,0.0,0.0,0.0,0.002947339884810771
125,BM25,0,0,0.1,0.058823529411764705,0.07407407407407408,0.16592511664785947
126,BM25,0,0,0.2,0.25,0.22222222222222224,0.2106979707091758
127,BM25,0,0,0.0,0.0,0.0,0.04397767201647085
128,BM25,0,0,0.0,0.0,0.0,0.02435897435897436
129,BM25,0,0,0.4,0.5714285714285714,0.47058823529411764,0.44561149101100667
130,BM25,0,0,0.4,0.8,0.5333333333333333,0.4109255487666893
131,BM25,0,0,0.3,0.375,0.33333333333333326,0.2535883360193393
132,BM25,0,0,0.5,0.35714285714285715,0.41666666666666663,0.5079674074230994
133,BM25,0,0,0.0,0.0,0.0,0.15116463687097725
134,BM25,0,0,0.2,1.0,0.33333333333333337,0.30952380952380953
135,BM25,0,0,0.3,0.42857142857142855,0.3529411764705882,0.3837514134510428
136,BM25,0,0,0.0,0.0,0.0,0.057291666666666664
137,BM25,0,0,0.3,0.75,0.4285714285714285,0.34429824561403505
139,BM25,0,0,0.0,0.0,0.0,0.0035934024627715644
140,BM25,0,0,0.0,0.0,0.0,0.0020983770780849524
141,BM25,0,0,0.0,0.0,0.0,0.003841207117749514
144,BM25,0,0,0.0,0.0,0.0,0.006953572200575522
145,BM25,0,0,0.1,0.14285714285714285,0.11764705882352941,0.04080058946469294
146,BM25,0,0,0.0,0.0,0.0,0.000778816199376947
147,BM25,0,0,0.2,0.2,0.20000000000000004,0.18892842143000554
148,BM25,0,0,0.3,0.5,0.37499999999999994,0.34335371811201654
149,BM25,0,0,0.0,0.0,0.0,0.005513981516178019
150,BM25,0,0,0.2,1.0,0.33333333333333337,0.375
151,BM25,0,0,0.0,0.0,0.0,0.010246371670952676
152,BM25,0,0,0.0,0.0,0.0,0.008011590801603711
153,BM25,0,0,0.2,0.2857142857142857,0.23529411764705882,0.12528988241498598
154,BM25,0,0,0.0,0.0,0.0,0.007901680322177475
155,BM25,0,0,0.1,0.2,0.13333333333333333,0.20550401860142992
156,BM25,0,0,0.2,0.18181818181818182,0.1904761904761905,0.13321021208814895
157,BM25,0,0,0.2,0.05128205128205128,0.0816326530612245,0.16247397708526945
158,BM25,0,0,0.0,0.0,0.0,0.036467114700709055
159,BM25,0,0,0.0,0.0,0.0,0.012332806544978852
160,BM25,0,0,0.0,0.0,0.0,0.040502885242611274
161,BM25,0,0,0.3,0.5,0.37499999999999994,0.13879790490002825
162,BM25,0,0,0.0,0.0,0.0,0.020645478914312763
163,BM25,0,0,0.0,0.0,0.0,0.013334667490163469
164,BM25,0,0,0.4,0.5,0.4444444444444445,0.39708772507685547
166,BM25,0,0,0.0,0.0,0.0,0.02114378559740089
167,BM25,0,0,0.1,0.5,0.16666666666666669,0.5833333333333334
170,BM25,0,0,0.3,0.5,0.37499999999999994,0.5725868260850524
171,BM25,0,0,0.1,1.0,0.18181818181818182,0.1
172,BM25,0,0,0.2,1.0,0.33333333333333337,0.3666666666666667
174,BM25,0,0,0.0,0.0,0.0,0.003967518118461515
175,BM25,0,0,0.0,0.0,0.0,0.004363278190554414
176,BM25,0,0,0.0,0.0,0.0,0.006875329823339727
177,BM25,0,0,0.4,0.8,0.5333333333333333,0.65
178,BM25,0,0,0.2,0.6666666666666666,0.30769230769230765,0.2694805194805195
179,BM25,0,0,0.0,0.0,0.0,0.02980981435579932
180,BM25,0,0,0.4,0.5714285714285714,0.47058823529411764,0.3929702312007106
181,BM25,0,0,0.1,0.2,0.13333333333333333,0.08928017984092751
182,BM25,0,0,0.1,1.0,0.18181818181818182,0.3333333333333333
183,BM25,0,0,0.4,0.4,0.4000000000000001,0.31067916977049115
