Query_ID,BM25,Vetorial,Diferenca_BM25_menos_Vetorial,Diferenca_Absoluta
88,0.6496031746031746,0.7051587301587302,-0.05555555555555558,0.05555555555555558
153,0.3197634405709676,0.2646759377814718,0.05508750278949581,0.05508750278949581
17,0.0788359788359788,0.1329365079365079,-0.05410052910052911,0.05410052910052911
200,0.2378167641325536,0.1848095560063105,0.0530072081262431,0.0530072081262431
209,0.1315159902550862,0.1842069002378288,-0.05269090998274259,0.05269090998274259
201,0.3110455685834947,0.2601538161331669,0.05089175245032779,0.05089175245032779
99,0.2377394864456634,0.2883347245409015,-0.05059523809523808,0.05059523809523808
221,0.2650085081654487,0.2150130743556245,0.049995433809824186,0.049995433809824186
50,0.1015607391404536,0.0517437169508306,0.04981702218962301,0.04981702218962301
217,0.2379434006687495,0.189994465152108,0.047948935516641505,0.047948935516641505
70,0.0984590934479461,0.052884953455521,0.04557413999242509,0.04557413999242509
162,0.2229511278195489,0.1774357069945305,0.04551542082501839,0.04551542082501839
91,0.3546895702847732,0.309318424990936,0.045371145293837234,0.045371145293837234
207,0.0234704455193282,0.0681767836189991,-0.04470633809967091,0.04470633809967091
177,0.6909090909090909,0.7333333333333333,-0.042424242424242364,0.042424242424242364
104,0.1047543820055668,0.0624786780438598,0.042275703961707004,0.042275703961707004
140,0.1721627209005999,0.1300129905720855,0.04214973032851438,0.04214973032851438
115,0.0554696018920452,0.0143988885829601,0.0410707133090851,0.0410707133090851
54,0.1332683895297104,0.0923733829997458,0.0408950065299646,0.0408950065299646
137,0.1901143790849673,0.2305555555555555,-0.0404411764705882,0.0404411764705882
179,0.3078980099502487,0.2675899131872675,0.040308096762981194,0.040308096762981194
171,0.4428571428571428,0.4027777777777777,0.040079365079365104,0.040079365079365104
219,0.0387925942489755,0.0780717562965002,-0.039279162047524706,0.039279162047524706
4,0.532258064516129,0.5714285714285714,-0.03917050691244239,0.03917050691244239
40,0.1016405211385205,0.0629098674632614,0.0387306536752591,0.0387306536752591
48,0.1709455797340778,0.1324641973473562,0.03848138238672161,0.03848138238672161
92,0.5300501472961152,0.5676627722511829,-0.037612624955067675,0.037612624955067675
27,0.1096153846153846,0.0724747474747474,0.0371406371406372,0.0371406371406372
95,0.5769230769230769,0.54,0.036923076923076836,0.036923076923076836
157,0.3218877422093593,0.3585808879177262,-0.0366931457083669,0.0366931457083669
112,0.3333333333333333,0.2976190476190476,0.0357142857142857,0.0357142857142857
127,0.1046537966537966,0.1402930402930402,-0.03563924363924362,0.03563924363924362
149,0.4035931278206189,0.3679883985455405,0.035604729275078406,0.035604729275078406
111,0.2762004801920768,0.2408598054606458,0.035340674731431015,0.035340674731431015
224,0.1480251034166084,0.1130553792437094,0.03496972417289901,0.03496972417289901
196,0.1449371242201521,0.1796383361688477,-0.034701211948695604,0.034701211948695604
29,0.3690611579082756,0.4037496899085268,-0.03468853200025118,0.03468853200025118
53,0.2638733836819446,0.2302285980328266,0.033644785649117964,0.033644785649117964
159,0.0776885180360238,0.1112256136426304,-0.0335370956066066,0.0335370956066066
195,0.094957729468599,0.0625808966861598,0.03237683278243919,0.03237683278243919
125,0.2685807666256982,0.2989909679415538,-0.03041020131585559,0.03041020131585559
89,0.1735878735878736,0.1437428675173773,0.029845006070496283,0.029845006070496283
94,0.6065508612625048,0.5767425283050281,0.029808332957476646,0.029808332957476646
6,0.1836936090225563,0.2128623188405797,-0.029168709818023414,0.029168709818023414
166,0.0534917949339628,0.0251241226065689,0.028367672327393897,0.028367672327393897
80,0.0181013729314778,0.0461265926903893,-0.028025219758911504,0.028025219758911504
118,0.1758409785932722,0.1479091183574879,0.027931860235784284,0.027931860235784284
213,0.5984015400044869,0.5729890479890479,0.025412492015438937,0.025412492015438937
142,0.0909090909090909,0.0666666666666666,0.0242424242424243,0.0242424242424243
60,0.4797335307179867,0.5031746031746032,-0.023441072456616474,0.023441072456616474
69,0.0743420059044024,0.0953514441256844,-0.021009438221281998,0.021009438221281998
189,0.1414802689226481,0.1206714076375091,0.020808861285138994,0.020808861285138994
63,0.0493423175721901,0.0289782870428031,0.020364030529386998,0.020364030529386998
42,0.1956558147734618,0.2156756756756756,-0.020019860902213804,0.020019860902213804
203,0.1158691847061223,0.0964821028442391,0.019387081861883204,0.019387081861883204
194,0.1932570118053989,0.1739735210323445,0.019283490773054385,0.019283490773054385
30,0.070503072876533,0.0515311539840627,0.018971918892470296,0.018971918892470296
114,0.0709147666889177,0.0894314810679766,-0.0185167143790589,0.0185167143790589
121,0.5048894557823129,0.523078164071953,-0.018188708289640032,0.018188708289640032
181,0.2665649287205223,0.248970160473249,0.017594768247273296,0.017594768247273296
20,0.6216124661246614,0.604337846249611,0.017274619875050412,0.017274619875050412
116,0.0610707469170087,0.0769812456511286,-0.0159104987341199,0.0159104987341199
185,0.836614774114774,0.8207282913165266,0.015886482798247448,0.015886482798247448
26,0.2394030414819327,0.2236318542568542,0.015771187225078503,0.015771187225078503
131,0.3032988705917939,0.2881445760122231,0.015154294579570793,0.015154294579570793
176,0.0771003983922886,0.0628077035816178,0.014292694810670803,0.014292694810670803
163,0.2986111111111111,0.2844444444444444,0.014166666666666716,0.014166666666666716
41,0.7916666666666666,0.7777777777777778,0.01388888888888884,0.01388888888888884
16,0.2018759018759018,0.2154530161018986,-0.013577114225996806,0.013577114225996806
155,0.2676181461249191,0.2811823076703351,-0.01356416154541601,0.01356416154541601
56,0.1108250297426344,0.124066315432192,-0.013241285689557597,0.013241285689557597
132,0.6994525370463548,0.6863387642398135,0.013113772806541246,0.013113772806541246
103,0.0287971457696228,0.0157252503447862,0.0130718954248366,0.0130718954248366
11,0.17750456280073,0.1904679429639242,-0.012963380163194205,0.012963380163194205
183,0.6308080705022138,0.6436540809617733,-0.012846010459559576,0.012846010459559576
100,0.2267551892551892,0.214185396903572,0.012569792351617204,0.012569792351617204
98,0.0307773409378037,0.0190138632115758,0.011763477726227899,0.011763477726227899
151,0.031577817085262,0.042838686697533,-0.011260869612270998,0.011260869612270998
14,0.6,0.6111111111111112,-0.011111111111111183,0.011111111111111183
76,0.1620522330663871,0.1511654612008689,0.010886771865518202,0.010886771865518202
90,0.1679018225243391,0.1573647714913255,0.010537051033013611,0.010537051033013611
215,0.0557029177718832,0.0456410256410256,0.010061892130857598,0.010061892130857598
38,0.0495380845392796,0.0402587423753058,0.009279342163973803,0.009279342163973803
108,0.75139146567718,0.7428880643166356,0.008503401360544394,0.008503401360544394
74,0.1279531852162976,0.1197406394774815,0.008212545738816093,0.008212545738816093
188,0.4096264458250109,0.4176333088132939,-0.008006862988283014,0.008006862988283014
210,0.3413154839681556,0.3336033002699669,0.007712183698188713,0.007712183698188713
138,0.1294117647058823,0.1217948717948717,0.007616892911010614,0.007616892911010614
68,0.0926689775333529,0.0853743802217414,0.0072945973116115,0.0072945973116115
214,0.1147155271355959,0.1075281433993179,0.0071873837362779885,0.0071873837362779885
62,0.0315405015769156,0.0385229746733454,-0.006982473096429805,0.006982473096429805
223,0.4589080459770114,0.4653263403263403,-0.00641829434932889,0.00641829434932889
225,0.1086415574314029,0.1146011981484985,-0.005959640717095607,0.005959640717095607
23,0.2146926127244075,0.2202061002838991,-0.0055134875594915755,0.0055134875594915755
147,0.2623006021846364,0.2569291550266853,0.005371447157951126,0.005371447157951126
212,0.5053733706154167,0.5009983859224993,0.004374984692917305,0.004374984692917305
19,0.0419965562247442,0.0376820056564449,0.004314550568299297,0.004314550568299297
32,0.0485015168059701,0.0443319938014968,0.004169523004473298,0.004169523004473298
211,0.1388638122660481,0.1429247130684834,-0.004060900802435291,0.004060900802435291
35,0.0240570846075433,0.0280974886479473,-0.0040404040404040005,0.0040404040404040005
79,0.0581712900572386,0.0542410640654084,0.003930225991830204,0.003930225991830204
126,0.2225282550082713,0.2263215815631266,-0.0037933265548552864,0.0037933265548552864
57,0.0955067077672904,0.0917247532802897,0.003781954487000694,0.003781954487000694
123,0.0888888888888888,0.0925925925925925,-0.003703703703703709,0.003703703703703709
109,0.0378886560719529,0.034327128393845,0.003561527678107905,0.003561527678107905
156,0.5359050247623051,0.5392887519846206,-0.0033837272223155024,0.0033837272223155024
128,0.0178040350454143,0.0211290322580645,-0.003324997212650199,0.003324997212650199
175,0.0546334280442285,0.0518001434696294,0.002833284574599103,0.002833284574599103
82,0.3711678594664931,0.3684763866270716,0.002691472839421505,0.002691472839421505
61,0.5308842559309849,0.5284815813117699,0.0024026746192149506,0.0024026746192149506
2,0.2244120491882774,0.2220118200985247,0.002400229089752709,0.002400229089752709
71,0.0481530654464162,0.0457619102931315,0.0023911551532846964,0.0023911551532846964
10,0.150541836017218,0.1481933895152689,0.0023484465019490974,0.0023484465019490974
120,0.4426095509428842,0.4403071652194459,0.0023023857234382716,0.0023023857234382716
